ep,kind,rep_of,t_plus_s,t_minus_s,w_b_rpm,duty,period_s,w_hi_rpm,r_last,X_last,P_last_W,r_mean,X_mean,X_blocks,r_blocks,wall_min,worker,status
130,bo,-1,1.24,0.2,300.0,0.8611111111111112,1.44,348.204773576305,0.2926351019058529,0.4097864379143046,3.7418136721099473,0.28347953826256167,0.40063087427101357,0.373960;0.403167;0.408482;0.407759;0.409786,0.256808;0.286016;0.291331;0.290607;0.292635,195.0328801592191,worker_36,ok
131,bo,-1,4.4399999999999995,0.5,300.0,0.8987854251012146,4.9399999999999995,331.90616495090404,0.29383008448272935,0.41056118406312075,3.7283913205977015,0.2827100655162598,0.3994411650966511,0.369932;0.405185;0.402765;0.408763;0.410561,0.253200;0.288454;0.286034;0.292032;0.293830,192.1242890993754,worker_05,ok
132,bo,-1,4.614420516770655,0.4981503207557675,300.0,0.9025636345027576,5.112570837526422,331.7760972033954,0.2968699510880324,0.4136085894823958,3.728632110315968,0.2873411902209096,0.404079828615273,0.369227;0.410266;0.413829;0.413469;0.413609,0.252488;0.293527;0.297091;0.296730;0.296870,195.44925071398418,worker_23,ok
133,bo,-1,1.768285993506884,0.2245579376616158,300.0,0.8873178505604568,1.9928439311684998,337.9334394504788,0.2948520443294026,0.411882619238981,3.7379565626119353,0.2843777833714169,0.40140835828099525,0.373932;0.406029;0.406290;0.408908;0.411883,0.256902;0.288998;0.289259;0.291878;0.294852,195.83724749883015,worker_24,ok
139,bo,-1,1.3111946253183433,0.14785183819768566,300.0,0.8986654353409758,1.459046463516029,332.0964891044398,0.2841638560141192,0.4014561108513339,3.7463146195006383,0.2758387115351126,0.39313096637232753,0.367578;0.397237;0.396273;0.403111;0.401456,0.250286;0.279945;0.278980;0.285819;0.284164,192.80783371130624,worker_04,ok
138,bo,-1,4.453051730194954,0.42418574853210045,300.0,0.9130274565505037,4.8772374787270545,326.63920037473537,0.2897354212949167,0.40654916908213684,3.7310311043238116,0.28323434169717165,0.40004808948439174,0.371560;0.410066;0.406261;0.405804;0.406549,0.254746;0.293252;0.289448;0.288990;0.289735,193.67012917995453,worker_25,ok
136,bo,-1,4.88726487906751,0.3926667633111913,300.0,0.9256303319990923,5.279931642378702,319.27752270331143,0.29412582340442694,0.41101386121369377,3.733403927627983,0.28554788533606834,0.40243592314533505,0.370672;0.407950;0.411244;0.411300;0.411014,0.253784;0.291062;0.294356;0.294412;0.294126,194.64797325531643,worker_19,ok
137,bo,-1,4.710391689807239,0.4352850879454856,300.0,0.9154076117203016,5.145676777752725,327.39899240222763,0.2974663267278444,0.4142631292485367,3.730489872510912,0.28740215578883194,0.4041989583095241,0.371082;0.409819;0.412312;0.413520;0.414263,0.254285;0.293022;0.295515;0.296723;0.297466,194.7911712884903,worker_39,ok
135,bo,-1,3.3005896764920637,0.42905488897995503,300.0,0.884960917468645,3.729644565472019,337.6387715387717,0.283923352614894,0.40046020607607413,3.722187099550093,0.27950886375769,0.3960457172188702,0.370439;0.399516;0.403443;0.406371;0.400460,0.253902;0.282979;0.286906;0.289834;0.283923,195.6682839433352,worker_27,ok
142,bo,-1,1.08,0.3,300.0,0.782608695652174,1.3800000000000001,380.15321676616367,0.2793609127233404,0.3960461017985822,3.726924939063223,0.2748119021465737,0.39149709122181553,0.362137;0.399079;0.399907;0.400317;0.396046,0.245452;0.282393;0.283221;0.283632;0.279361,193.9350587805112,worker_26,ok
141,bo,-1,5.0,1.2,300.0,0.8064516129032258,6.2,367.9034944085387,0.27513217837778653,0.3913058799551165,3.71058802837992,0.2689580792797047,0.3851317808570346,0.362732;0.389065;0.391188;0.391369;0.391306,0.246558;0.272891;0.275014;0.275195;0.275132,195.32576301892598,worker_12,ok
146,bo,-1,4.164924142116791,0.43777447687187887,300.0,0.904887433848956,4.60269861898867,327.57522778786813,0.2914241317178104,0.4082400940246169,3.731101836079401,0.2839517695270716,0.4007677318338782,0.373752;0.406466;0.408403;0.406979;0.408240,0.256936;0.289650;0.291587;0.290163;0.291424,194.88665251334507,worker_35,ok
147,bo,-1,4.638689511829959,0.42218676274207834,300.0,0.9165783275786998,5.0608762745720375,326.50184547523804,0.29027359238249956,0.4070837403649648,3.730916126559941,0.2865149806888736,0.40332512867133896,0.370796;0.410755;0.413943;0.414049;0.407084,0.253986;0.293945;0.297133;0.297239;0.290274,194.392334651947,worker_00,ok
140,bo,-1,4.787875074216498,0.3999647513524751,300.0,0.9229034116702689,5.1878398255689735,324.99861050827633,0.28453560099823816,0.40137793159479457,3.7319440392540115,0.2801080015457349,0.39695033214229103,0.370028;0.407190;0.401544;0.404611;0.401378,0.253186;0.290347;0.284702;0.287769;0.284536,196.73094268639883,worker_01,ok
134,bo,-1,1.0,1.1,300.0,0.47619047619047616,2.1,609.1834519633943,0.25278887485353585,0.3688945951371992,3.708416705860208,0.24561842770990747,0.36172414799357094,0.337026;0.364530;0.368850;0.369320;0.368895,0.220921;0.248424;0.252744;0.253214;0.252789,201.28117202520372,worker_15,ok
149,bo,-1,1.245806586272896,0.27580116907486407,300.0,0.818743583485594,1.52160775534776,365.96577177090336,0.28601956462643957,0.4029369388103506,3.734340931434118,0.27501355640169717,0.39193093058560824,0.363412;0.398241;0.398907;0.396158;0.402937,0.246495;0.281323;0.281989;0.279240;0.286020,196.8191844145457,worker_40,ok
152,bo,-1,3.468080043154732,0.42470529998438256,300.0,0.8908993785817373,3.8927853431391144,332.59078044729756,0.2889676157859662,0.4057285584033326,3.7293445071986824,0.28063713053497097,0.39739807315233744,0.370438;0.399618;0.406043;0.405163;0.405729,0.253677;0.282857;0.289282;0.288402;0.288968,195.43878951470057,worker_03,ok
154,bo,-1,3.3464906527712754,0.564957613625453,300.0,0.8555630612632649,3.9114482663967287,344.96325864693756,0.28522839327878846,0.40181429100304883,3.7237535733128753,0.27946005207008173,0.39604594979434216,0.368341;0.400924;0.407204;0.401945;0.401814,0.251755;0.284339;0.290618;0.285360;0.285228,195.23423968553544,worker_14,ok
148,bo,-1,5.0,2.4,300.0,0.6756756756756757,7.4,414.854125668866,0.27066473265976276,0.386287183897974,3.692981092548467,0.2650801696616433,0.3807026208998544,0.360250;0.384325;0.386306;0.386345;0.386287,0.244628;0.268702;0.270683;0.270723;0.270665,198.71880140304566,worker_29,ok
150,bo,-1,4.97020793812675,1.0671468735108613,300.0,0.8232426440377782,6.037354811637611,358.91065073409436,0.276639045303287,0.39293284375618687,3.7144239225856235,0.26954768095227066,0.3858414794051706,0.361988;0.389295;0.392539;0.392453;0.392933,0.245694;0.273001;0.276245;0.276159;0.276639,197.47016889254252,worker_31,ok
158,bo,-1,3.046281626871055,0.4086175620201332,300.0,0.8817280795532345,3.454899188891188,337.0722793906691,0.2884898045891131,0.4052446426042272,3.729149526202744,0.27995625184533984,0.39671108986045384,0.370832;0.400275;0.404498;0.402706;0.405245,0.254077;0.283521;0.287743;0.285951;0.288490,193.71676929394405,worker_43,ok
155,bo,-1,3.8093300188873984,0.47040005748909486,300.0,0.8900865126785362,4.279730076376493,336.521540108957,0.29163617838392014,0.4083438028877817,3.727641526653339,0.28404400682448194,0.40075163132834346,0.371547;0.407549;0.404826;0.411493;0.408344,0.254839;0.290841;0.288118;0.294785;0.291636,195.14513522783915,worker_34,ok
151,bo,-1,5.0,1.7999999999999998,300.0,0.7352941176470589,6.8,390.0346108169748,0.275102494288377,0.3907717571779162,3.6944762566918814,0.26820371804995646,0.3838729809394955,0.360023;0.386900;0.390787;0.390883;0.390772,0.244354;0.271231;0.275118;0.275214;0.275102,198.35034294525784,worker_28,ok
157,bo,-1,3.8020838195543045,0.8206285992216555,300.0,0.8224789853055692,4.62271241877596,356.1910385516469,0.28062699604773644,0.39700888852323535,3.7172376456674345,0.27286249257174955,0.38924438504724845,0.362251;0.393438;0.396681;0.396844;0.397009,0.245869;0.277056;0.280299;0.280462;0.280627,195.2096312204997,worker_21,ok
161,bo,-1,4.934842177467059,0.955080295566984,300.0,0.8378450140999906,5.889922473034043,351.6589900243993,0.27457497948788306,0.39096254727972723,3.7174189152715034,0.2681372851406764,0.38452485293252064,0.362615;0.387566;0.390593;0.390887;0.390963,0.246228;0.271179;0.274206;0.274500;0.274575,196.10924624999365,worker_20,ok
164,bo,-1,4.942413442739664,0.36302990722465844,300.0,0.9315740677492863,5.305443349964322,317.7442700907779,0.2875530004152323,0.40447980702927516,3.73464220325253,0.2817230186409712,0.3986498252550141,0.369149;0.404402;0.405259;0.409960;0.404480,0.252222;0.287475;0.288332;0.293033;0.287553,191.8544718503952,worker_16,ok
160,bo,-1,3.24,1.3,300.0,0.7136563876651982,4.54,401.26597961616034,0.27450559002960445,0.3901813378146061,3.6946833842529534,0.26707390340902293,0.38274965119402465,0.357464;0.385992;0.389921;0.390190;0.390181,0.241788;0.270317;0.274245;0.274514;0.274506,197.81932297945022,worker_18,ok
145,bo,-1,1.0018771645045956,1.274873639862265,300.0,0.4400469136029169,2.276750804366861,651.0907039986201,0.2541915687716256,0.3702804568742567,3.7078790859980386,0.24447907642627245,0.3605679645289035,0.337048;0.361467;0.367199;0.366845;0.370280,0.220959;0.245378;0.251110;0.250756;0.254192,207.06218752066295,worker_02,ok
163,bo,-1,3.571961143854276,0.46451892718036847,300.0,0.8849198016574622,4.036480071034644,336.01021825590703,0.2894596393613815,0.40618406558693976,3.7281781736443302,0.2818204064987204,0.3985448327242786,0.368515;0.405544;0.406968;0.405513;0.406184,0.251791;0.288819;0.290243;0.288789;0.289460,194.71281909545263,worker_41,ok
166,bo,-1,3.757443053247085,0.5427249457450462,300.0,0.873789827310875,4.300167998992131,342.9395907533357,0.2918340293051088,0.4084433975147886,3.7245032206171715,0.28136252625888625,0.39797189446856607,0.370640;0.405740;0.400614;0.404423;0.408443,0.254030;0.289131;0.284004;0.287813;0.291834,192.95365790923435,worker_30,ok
165,bo,-1,4.2,0.5,300.0,0.8936170212765957,4.7,331.9059537549766,0.29781563033920366,0.4145478979855408,3.7284286286240085,0.2855329520549804,0.40226521970131746,0.373508;0.403373;0.411496;0.408402;0.414548,0.256775;0.286640;0.294764;0.291669;0.297816,196.24207892417908,worker_17,ok
153,bo,-1,1.0,1.5,300.0,0.4,2.5,708.8261768792215,0.24978906798251765,0.36595298431219037,3.710275487569746,0.24363378001415953,0.3597976963438323,0.339903;0.360986;0.368072;0.364075;0.365953,0.223739;0.244822;0.251908;0.247911;0.249789,210.77825986941656,worker_13,ok
167,bo,-1,4.379896056745083,0.5119155982674739,300.0,0.8953525535385397,4.891811655012557,332.7492114903673,0.29268607417844794,0.4094003132033179,3.7278527944543463,0.28569819347628816,0.40241243250115816,0.368765;0.409885;0.408408;0.415604;0.409400,0.252050;0.293171;0.291694;0.298890;0.292686,194.57613189220427,worker_33,ok
168,bo,-1,3.251501099675397,0.6986687856231649,300.0,0.8231294334394537,3.950169885298562,357.6498352532768,0.2766694748753203,0.39308574563831344,3.718335688170002,0.2710809674801542,0.3874972382431472,0.362512;0.390985;0.396686;0.394218;0.393086,0.246096;0.274568;0.280270;0.277802;0.276669,195.19062209129333,worker_11,ok
144,bo,-1,1.0,2.5,300.0,0.2857142857142857,3.5,974.8426682793523,0.24105724377625162,0.35700959348106054,3.703518049571597,0.2381112341022272,0.3540635838070364,0.337722;0.358444;0.356569;0.360574;0.357010,0.221770;0.242492;0.240616;0.244622;0.241057,226.43110413948696,worker_32,ok
170,bo,-1,3.8993011894794423,0.48759603249751315,300.0,0.8888517310013984,4.386897221976955,333.43032631843937,0.2945284051799084,0.4110743736073491,3.722478231572456,0.2825381683913833,0.3990841368188239,0.373585;0.404242;0.403649;0.402870;0.411074,0.257039;0.287696;0.287103;0.286324;0.294528,192.18679718971254,worker_22,ok
169,bo,-1,4.908871941573915,1.3830607634454584,300.0,0.7801850674051035,6.291932705019374,381.0614602224028,0.27470904365400856,0.39072977845683554,3.7057022696022943,0.2685485058113123,0.38456924061413916,0.362723;0.388344;0.390382;0.390667;0.390730,0.246702;0.272324;0.274362;0.274646;0.274709,195.13031702041627,worker_08,ok
173,bo,-1,2.92,0.4,300.0,0.8795180722891567,3.32,336.19792583086246,0.2889502564771105,0.4057130776734206,3.729404509010144,0.28027977967052886,0.39704260086683885,0.369217;0.402249;0.402670;0.405364;0.405713,0.252454;0.285487;0.285907;0.288601;0.288950,193.30015064875286,worker_10,ok
143,bo,-1,1.1011015460502809,3.1487171553821676,300.0,0.2590937692657671,4.249818701432448,1096.67688798597,0.2322242373801053,0.3496405593089321,3.7502773224067285,0.22984305808354716,0.34725938001237405,0.339906;0.345603;0.350767;0.350380;0.349641,0.222489;0.228187;0.233351;0.232964;0.232224,232.45968036254246,worker_07,ok
171,bo,-1,2.12,0.3,300.0,0.8760330578512397,2.42,339.11893356381074,0.2840404135157845,0.4009031797427169,3.73259675328822,0.27782745150649263,0.39469021773342494,0.369802;0.399444;0.401291;0.402010;0.400903,0.252939;0.282582;0.284429;0.285148;0.284040,196.1399263938268,worker_06,ok
172,bo,-1,4.73814119391271,0.5564834865022777,300.0,0.8948965186218524,5.294624680414987,329.27968868746035,0.29256939808281734,0.40915289052989434,3.723676748759639,0.2829899554581223,0.39957344790519916,0.369660;0.406114;0.406356;0.406585;0.409153,0.253076;0.289530;0.289772;0.290002;0.292569,196.57328899304073,worker_09,ok
162,bo,-1,1.0522768357293448,2.1905310190139486,300.0,0.3244955861908892,3.2428078547432935,919.7940085513806,0.243163520306566,0.360105381176839,3.7351230361965198,0.24260470559080805,0.3595465664610808,0.347527;0.362177;0.364285;0.363639;0.360105,0.230585;0.245235;0.247343;0.246697;0.243164,227.92168350219725,worker_38,ok
175,bo,-1,1.370126748881078,0.16878395494197618,300.0,0.8903224504692359,1.538910703823054,334.9420870710111,0.2912936164190403,0.40835658910815587,3.738991347690353,0.2816929129373164,0.39875588562643216,0.369561;0.403038;0.405267;0.407557;0.408357,0.252498;0.285975;0.288204;0.290494;0.291294,193.25197055339814,worker_05,ok
174,bo,-1,1.0,1.9,300.0,0.3448275862068966,2.9,866.5164991238336,0.24573206441918596,0.3614797334431853,3.696980548626539,0.2405818566705157,0.3563295256945144,0.339488;0.358940;0.360059;0.361681;0.361480,0.223740;0.243192;0.244311;0.245933;0.245732,218.00129979451498,worker_36,ok
156,bo,-1,1.0,5.0,300.0,0.16666666666666666,6.0,1559.413650328753,0.21475480518287787,0.33227425016048084,3.7535710725846387,0.21406441668626863,0.3315838616638703,0.326229;0.332472;0.332092;0.334851;0.332274,0.208710;0.214953;0.214573;0.217332;0.214755,255.63663442532223,worker_37,ok
159,bo,-1,1.0147493920159993,4.241723708335393,300.0,0.19304757632035896,5.256473100351393,1536.7535488334497,0.21903101871922226,0.33646271082890555,3.7507682459832847,0.21933009149029797,0.3367617835999818,0.332667;0.336783;0.339157;0.338739;0.336463,0.215236;0.219351;0.221725;0.221307;0.219031,257.9977159619331,worker_42,ok
176,bo,-1,4.135385370005865,0.5218940638667213,300.0,0.8879401437519587,4.657279433872587,333.45976084578996,0.29585885348527685,0.41256335518870907,3.727541784407626,0.28487113711356826,0.40157563881700054,0.371447;0.404253;0.408287;0.411328;0.412563,0.254742;0.287549;0.291583;0.294623;0.295859,184.51087978283564,worker_23,ok
186,bo,-1,4.996313069278568,3.5343034341744772,300.0,0.5856919095186317,8.530616503453047,506.49419344861604,0.24217773539918191,0.3572050456704075,3.6739722900629457,0.23979320478864588,0.3548205150598715,0.342434;0.356293;0.357092;0.361079;0.357205,0.227407;0.241266;0.242065;0.246051;0.242178,178.9267431616783,worker_00,ok
177,bo,-1,3.738774826202012,0.4688649383339083,300.0,0.888568184404536,4.20763976453592,336.3878950976583,0.29059921675670786,0.4073006568823075,3.727443997611653,0.28109263967572345,0.3977940798013231,0.370666;0.400211;0.406764;0.404028;0.407301,0.253965;0.283510;0.290063;0.287326;0.290599,185.56011409362156,worker_24,ok
178,bo,-1,1.939615701970658,0.26371849343886644,300.0,0.8803093538927034,2.2033341954095245,337.6685151783487,0.29028351937831853,0.4072232817281714,3.7350560094543015,0.282654047430715,0.3995938097805676,0.372041;0.403572;0.408882;0.406252;0.407223,0.255101;0.286632;0.291942;0.289312;0.290284,185.20487859249116,worker_04,ok
190,bo,-1,5.0,4.3,300.0,0.5376344086021505,9.3,520.0178930887945,0.24279710432483087,0.35733220372469154,3.6582510748315507,0.24148493511159744,0.35602003451145803,0.340473;0.361113;0.360492;0.360689;0.357332,0.225938;0.246578;0.245957;0.246154;0.242797,175.47589109341303,worker_03,ok
179,bo,-1,3.4821973712460093,0.5629597657423491,300.0,0.8608311749883033,4.045157136988358,344.78020036413346,0.2878564973940714,0.40444921604840606,3.7239714338194494,0.2782052022499268,0.39479792090426125,0.366950;0.399704;0.401930;0.400957;0.404449,0.250357;0.283111;0.285337;0.284365;0.287856,185.47230356534322,worker_25,ok
182,bo,-1,4.986567862229631,0.305678740112556,300.0,0.942240269004609,5.292246602342187,314.80011604952057,0.28156377581508896,0.39854688555998863,3.7364405252520947,0.2746074299471696,0.39159053969206925,0.368973;0.395297;0.397556;0.397581;0.398547,0.251989;0.278314;0.280572;0.280598;0.281564,184.7668227314949,worker_27,ok
181,bo,-1,1.4195496084914865,0.24979843485920195,300.0,0.8503616811040731,1.6693480433506884,350.50195910587274,0.2879872790159381,0.404969309269681,3.7364060463045474,0.2802050516600065,0.3971870819137494,0.369003;0.400918;0.407140;0.403905;0.404969,0.252021;0.283936;0.290158;0.286923;0.287987,185.48714058001835,worker_39,ok
180,bo,-1,1.827406674932643,0.28326589402840996,300.0,0.865793539844106,2.110672568961053,345.108713196607,0.2868290794197258,0.4037051756910674,3.73302251490665,0.2772759518642903,0.3941520481356321,0.365960;0.395660;0.401319;0.404116;0.403705,0.249084;0.278784;0.284443;0.287240;0.286829,187.0133373260498,worker_19,ok
183,bo,-1,4.927386390466839,1.5301576019409147,300.0,0.763043410352303,6.457543992407754,392.3371868142376,0.2744427581765802,0.39033187338416186,3.701498339730158,0.2679617773529883,0.38385089256056976,0.360742;0.387663;0.389834;0.390683;0.390332,0.244853;0.271774;0.273945;0.274794;0.274443,185.4988525589307,worker_26,ok
185,bo,-1,4.997456302529157,0.1753814303909168,300.0,0.9660957023115602,5.172837732920073,310.46873676379033,0.28664434847393766,0.40374638291783344,3.740238980138031,0.2788801682195387,0.3959822026634345,0.369527;0.399413;0.403589;0.403637;0.403746,0.252425;0.282311;0.286487;0.286535;0.286644,183.86523080269495,worker_35,ok
188,bo,-1,4.555001892148609,0.5401565180120294,300.0,0.8939863151389243,5.095158410160638,334.766025470674,0.2973105852972221,0.4139937558988488,3.726860469015957,0.2865368447205897,0.4032200153222165,0.370665;0.409223;0.410623;0.411595;0.413994,0.253982;0.292540;0.293940;0.294912;0.297311,183.47612958351772,worker_15,ok
193,bo,-1,3.1579959776020816,0.6119089119615329,300.0,0.8376858488776452,3.7699048895636142,352.88146986895686,0.28518470545326646,0.401494812576071,3.714944821502377,0.276437951035511,0.3927480581583157,0.366150;0.397609;0.397117;0.401370;0.401495,0.249840;0.281299;0.280807;0.285060;0.285185,181.8590421597163,worker_31,ok
187,bo,-1,3.64,1.7000000000000002,300.0,0.6816479400749064,5.34,428.6007835834792,0.27088653605480945,0.3862330808053796,3.6841686393332105,0.26514954077664543,0.38049608552721537,0.359837;0.381425;0.387023;0.387962;0.386233,0.244491;0.266079;0.271676;0.272616;0.270887,188.01752916971842,worker_01,ok
189,bo,-1,5.0,2.8000000000000003,300.0,0.641025641025641,7.800000000000001,443.12753407671784,0.2672709161210041,0.3826631500056648,3.685627950276062,0.26160906939733175,0.37700130328199244,0.357276;0.379892;0.382502;0.382674;0.382663,0.241883;0.264499;0.267110;0.267282;0.267271,184.64867537816366,worker_40,ok
197,bo,-1,3.595892473728758,0.8364006445971162,300.0,0.8112939234233151,4.432293118325874,361.55968160952153,0.27992303517368156,0.3960676361795416,3.709658556127171,0.2727245579740245,0.3888691589798844,0.363145;0.391296;0.396893;0.396945;0.396068,0.247000;0.275151;0.280748;0.280800;0.279923,181.6296637336413,worker_21,ok
191,bo,-1,5.0,2.1,300.0,0.7042253521126761,7.1,395.90756909633996,0.27046508181110573,0.3862697785184714,3.69880201283326,0.26404766398665114,0.3798523606940169,0.356231;0.383511;0.386153;0.387096;0.386270,0.240427;0.267706;0.270349;0.271291;0.270465,184.44573581616083,worker_14,ok
196,bo,-1,3.6767670658605356,0.47029186997866734,300.0,0.8865962897429865,4.147058935839203,336.5125584348844,0.29115172218231294,0.40786328969116786,3.7277674662328257,0.2814933333924159,0.39820490090127086,0.369477;0.403844;0.402309;0.407531;0.407863,0.252766;0.287132;0.285598;0.290819;0.291152,183.23259754578274,worker_28,ok
199,bo,-1,3.4184360339606727,0.5103553398530802,300.0,0.8700986407029121,3.9287913738137528,340.0375708518969,0.2916680679767918,0.40832064268837276,3.725883236287896,0.28280738938276895,0.39945996409435003,0.370354;0.402041;0.411781;0.404803;0.408321,0.253701;0.285389;0.295129;0.288151;0.291668,181.38072042862575,worker_16,ok
195,bo,-1,4.943635740419484,1.6632032916136446,300.0,0.7482603581607428,6.606839032033129,394.47643797299287,0.273697674942015,0.3893091538944343,3.692630637740272,0.26707455557248605,0.38268603452490535,0.359450;0.386214;0.388868;0.389588;0.389309,0.243838;0.270603;0.273257;0.273977;0.273698,185.68801523844402,worker_34,ok
198,bo,-1,1.1330182423893773,0.12421591171948965,300.0,0.9011990635845123,1.257234154108867,331.6852053310167,0.28180863413699875,0.39924803145618815,3.7510143503749105,0.27399950069148993,0.39143889801067944,0.364544;0.393496;0.399802;0.400105;0.399248,0.247104;0.276056;0.282362;0.282666;0.281809,183.2485988299052,worker_20,ok
202,bo,-1,3.9573732918570563,0.5231034522853106,300.0,0.8832482608085849,4.480476744142367,333.54290664012797,0.2906212268117496,0.40732376994815794,3.7274792277768825,0.2830290813316295,0.39973162446803784,0.369883;0.403463;0.406928;0.411061;0.407324,0.253180;0.286760;0.290226;0.294358;0.290621,180.99230242172877,worker_41,ok
194,bo,-1,5.0,3.0,300.0,0.625,8.0,458.76293562964645,0.2657815384312101,0.3810680518641619,3.6822512390484814,0.259987711847132,0.37527422528008386,0.354065;0.375455;0.379339;0.386444;0.381068,0.238778;0.260169;0.264053;0.271157;0.265782,187.35925283432007,worker_43,ok
200,bo,-1,2.530021611092201,0.4497382982167819,300.0,0.8490689478666494,2.979759909308983,348.16862184143287,0.2841817276202791,0.4008225847722035,3.7255089774324657,0.2801032132370808,0.39674407038900517,0.368391;0.403190;0.404319;0.406997;0.400823,0.251750;0.286549;0.287679;0.290357;0.284182,183.3080236117045,worker_18,ok
201,bo,-1,2.011076381506262,0.2608868132677128,300.0,0.8851711973733505,2.2719631947739747,337.2106418398501,0.28899374608600575,0.40592685379790516,3.7348434603180674,0.2821248351442388,0.3990579428561382,0.370365;0.404378;0.408273;0.406347;0.405927,0.253432;0.287445;0.291340;0.289414;0.288994,182.90244439840316,worker_02,ok
203,bo,-1,4.261202831172774,0.5278629802953549,300.0,0.8897774636900356,4.789065811468129,333.88499162629364,0.2942293525592511,0.41092256855667103,3.7271813189575926,0.2847925350395643,0.40148575103698425,0.372332;0.406058;0.408831;0.409285;0.410923,0.255638;0.289365;0.292138;0.292592;0.294229,180.47879066467286,worker_30,ok
204,bo,-1,3.8318134792447767,0.543932214004062,300.0,0.8756938240621996,4.375745693248839,339.30062966697346,0.28674770665077853,0.40321498131632916,3.7199647528176865,0.28085240174530746,0.39731967641085786,0.370801;0.401401;0.403767;0.407415;0.403215,0.254333;0.284934;0.287299;0.290947;0.286748,179.0237969994545,worker_17,ok
205,bo,-1,2.2800000000000002,0.3,300.0,0.8837209302325583,2.58,339.1211215521597,0.27668219326386884,0.3935430369830826,3.7325353483916865,0.2717374276722314,0.3885982713914452,0.369506;0.394194;0.393086;0.392663;0.393543,0.252645;0.277333;0.276225;0.275802;0.276682,179.06859659353893,worker_13,ok
206,bo,-1,2.171223650033641,0.24729705155766668,300.0,0.8977486314692475,2.4185207015913077,331.5220044924542,0.2908224563942396,0.4077752870559438,3.7354734113348322,0.28344308359788484,0.4003959142595891,0.372143;0.405729;0.407115;0.409218;0.407775,0.255190;0.288776;0.290162;0.292265;0.290822,179.69871181646982,worker_33,ok
207,bo,-1,4.642867678126658,0.5680189716403361,300.0,0.8909937962926644,5.210886649766994,336.0381339462119,0.2939990584778581,0.41045573573713634,3.719626271661347,0.2845085439182994,0.4009652211775777,0.369134;0.404899;0.409877;0.410460;0.410456,0.252677;0.288442;0.293421;0.294003;0.293999,180.15827390352885,worker_11,ok
208,bo,-1,3.618863682226539,0.5304533828429392,300.0,0.8721588698756002,4.149317065069479,341.8326422464877,0.29263828497338906,0.4092547112451776,3.7247286551209253,0.2820132192858357,0.3986296455576244,0.370290;0.401459;0.404979;0.407165;0.409255,0.253674;0.284842;0.288363;0.290549;0.292638,176.88663380940756,worker_32,ok
210,bo,-1,3.9302827145869017,0.4154485698285687,300.0,0.9044007687915638,4.3457312844154705,330.8021324573487,0.28029545147156865,0.3968918108934091,3.7240877199335842,0.2802968426747584,0.39689320209659884,0.372143;0.405987;0.407714;0.401730;0.396892,0.255547;0.289391;0.291118;0.285134;0.280295,175.57483650048573,worker_08,ok
209,bo,-1,1.5006615430372552,0.21858041626820812,300.0,0.8728623303513894,1.7192419593054633,343.2764401255917,0.2923603342754505,0.40942443565844966,3.7390273981729925,0.2827463822550042,0.3998104836380033,0.370309;0.402693;0.409377;0.407250;0.409424,0.253245;0.285629;0.292312;0.290186;0.292360,176.43605963389078,worker_22,ok
211,bo,-1,2.44,0.4,300.0,0.8591549295774649,2.84,348.2019084335073,0.2899274381391163,0.40662095371954043,3.7271908876387463,0.28045183041441607,0.39714534599484025,0.367408;0.400314;0.407366;0.404018;0.406621,0.250714;0.283621;0.290673;0.287324;0.289927,175.07354321082434,worker_10,ok
213,bo,-1,2.6583200070339705,0.5406569917207055,300.0,0.8309906598480774,3.198976998754676,359.83722493579893,0.2878884138934299,0.4043666362050334,3.7203144206326146,0.2778612962439384,0.3943395185555418,0.363790;0.398072;0.404886;0.400583;0.404367,0.247312;0.281594;0.288408;0.284105;0.287888,175.06841597557067,worker_06,ok
212,bo,-1,3.1612156618383134,1.0932615994373744,300.0,0.7430326847934394,4.254477261275688,401.19254128806637,0.27416158467964813,0.3901182536081091,3.7036560055750423,0.2669864280936299,0.38294309702209106,0.359156;0.385833;0.388960;0.390648;0.390118,0.243200;0.269876;0.273003;0.274692;0.274162,176.7803184946378,worker_07,ok
192,bo,-1,1.0070125935305203,2.7917933096885825,300.0,0.26508661384283394,3.798805903219103,1106.2936065909703,0.24063825230413474,0.3568721261282051,3.712509929940808,0.2361310866641564,0.3523649604882261,0.342487;0.353030;0.355551;0.353886;0.356872,0.226253;0.236796;0.239317;0.237652;0.240638,213.01806583007178,worker_29,ok
184,bo,-1,1.0,4.4,300.0,0.18518518518518517,5.4,1559.336628797266,0.21959061741546954,0.3370999669394041,3.7532486237944696,0.21675255312354996,0.3342619026474841,0.328262;0.332895;0.338877;0.334176;0.337100,0.210752;0.215386;0.221368;0.216666;0.219591,226.9318921605746,worker_12,ok
217,rep,52,4.934918190571459,0.46958730175993113,299.5,0.9131118837003233,5.40450549233139,322.8155164942406,0.29403005463332327,0.4106652749875175,3.7253289381129635,0.28514979128116513,0.40178501163535946,0.370192;0.405833;0.410933;0.411302;0.410665,0.253557;0.289197;0.294298;0.294666;0.294030,131.20047949552537,worker_36,ok
214,rep,119,4.76462253988587,0.4802806043824037,300.5,0.9084290803525583,5.2449031442682745,327.9953230290994,0.28793128920388833,0.40472115251237073,3.7302682340729274,0.28107453464643156,0.39786439795491413,0.370455;0.407576;0.403979;0.402590;0.404721,0.253665;0.290786;0.287190;0.285801;0.287931,131.76109265089036,worker_09,ok
